,OriginalTweet,Sentiment,text_clean,text_len,token_lens
3226,"Just been to our local shops, looks like all the large supermarket customers have got desparate!!!! They buying up all our supplies :'( #ukcoronavirus #Covid_19",Positive,just been to our local shops looks like all the large supermarket customers have got desparate they buying up all our supplies ukcoronavirus covid19,24,33
3227,man if I had money i'd be investing hard in food delivery / ghost kitchens that also had portable covid-19 testing kits so you could get burritos delivered and family tested at home on demand,Negative,man if i had money id be investing hard in food delivery ghost kitchens that also had portable covid19 testing kits so you could get burritos delivered and family tested at home on demand,34,40
3228,"Why are Republicans doing everything to make us more VULNERABLE. Drugs prices, health cost etc... Its gotta be done #Covid_19",Negative,why are republicans doing everything to make us more vulnerable drugs prices health cost etc its gotta be done covid19,20,24
3229,"Just a heads up to everyone about the #COVID?19 #Coronavirus #CoronavirusOutbreak.

Stock up on food. Your rights are going away.

The virus shouldn't be your main concern. The government lock-down upon everything should be.

Potatoes, rice, good long lasting food. Stock up.",Positive,just a heads up to everyone about the covid19 coronavirus coronavirusoutbreak stock up on food your rights are going away the virus shouldnt be your main concern the government lockdown upon everything should be potatoes rice good long lasting food stock up,42,52
3230,"@michaeltalbotuk Oh, and the other sign that I'm officially a mad cat lady: my major Covid-19 panic buying by a long way is cat food. And you may want to consider this: https://t.co/J6tLHJVlnv",Extremely Negative,oh and the other sign that im officially a mad cat lady my major covid19 panic buying by a long way is cat food and you may want to consider this,31,35
3231,"It makes me sad to think about all the food that will go to waste after the dust settles around #Covid_19 and people start throwing out the food they panic-bought. 

Please use everything you purchase. Not everyone is as lucky as you to be able to buy ahead.",Extremely Negative,it makes me sad to think about all the food that will go to waste after the dust settles around covid19 and people start throwing out the food they panicbought please use everything you purchase not everyone is as lucky as you to be able to buy ahead,48,54
3232,"They day the incubation period is 1-14 days but generally 5 days.
Let's see, I went to the grocery store yesterday...
#Covid_19",Neutral,they day the incubation period is 114 days but generally 5 days lets see i went to the grocery store yesterday covid19,22,28
3233,"Scenes from my local supermarket. Safe to say #coronapocalypse fever has reached Israel.

Luckily I'm already stocked up. The friend who sent this to me unfortunately wasn't as lucky.

#Covid_19 https://t.co/y7CgIO6JXB",Extremely Positive,scenes from my local supermarket safe to say coronapocalypse fever has reached israel luckily im already stocked up the friend who sent this to me unfortunately wasnt as lucky covid19,30,39
3234,SANITIZER SPECIAL ...Free squirt of sanitizer with the purchase of an Awesome Donut &amp; Great cup of Coffee.  #coronavirus #CoronaVirusUpdate #therightcoffee #sanitizer https://t.co/UNCqGOaIgt,Extremely Positive,sanitizer special free squirt of sanitizer with the purchase of an awesome donut amp great cup of coffee coronavirus coronavirusupdate therightcoffee sanitizer,22,41
3235,Walmart &amp; Sam's are showing low stock here in the Northern Rockies. Some bottled water is available. Not much if any TP. Yeast is gone. Eggs are scarce. The places to go are now the smaller food stores. You will pay more but you can still get supplies. #COVID?19 #coronavirus,Negative,walmart amp sams are showing low stock here in the northern rockies some bottled water is available not much if any tp yeast is gone eggs are scarce the places to go are now the smaller food stores you will pay more but you can still get supplies covid19 coronavirus,50,58
3236,The toilet paper virus.##Coronavirus preparation: What to stock-up on https://t.co/mpYL7CH1aI #FoxNews,Neutral,the toilet paper viruscoronavirus preparation what to stockup on foxnews,10,18
3237,This is utterly criminal The working class internationally must demand an end to the sanctions All workers must get access to health care free testing paid sick leave housing food and other basic services must be guaranteed to fight,Negative,this is utterly criminal the working class internationally must demand an end to the sanctions all workers must get access to health care free testing paid sick leave housing food and other basic services must be guaranteed to fight,39,41
3238,"@NYCSpeakerCoJo grocery stores are the biggest transmission vectors of #CoronaVirus right now.
Everyone is going to the grocery to stock up on food, standing in packed lines close to each other, with no gloves or masks on!",Negative,grocery stores are the biggest transmission vectors of coronavirus right now everyone is going to the grocery to stock up on food standing in packed lines close to each other with no gloves or masks on,36,39
3239,"A coalition of consumer advocates at @HigherEdNotDebt are calling on #Congress and the Department of Education @usedgov to immediately relieve the burden of #studentdebt in response to the #Coronavirus #COVID19 pandemic.

https://t.co/2DebesWE7R",Negative,a coalition of consumer advocates at are calling on congress and the department of education to immediately relieve the burden of studentdebt in response to the coronavirus covid19 pandemic,29,38
3240,This is what online shopping looks like in a pandemic in Feb hand sanitizers gloves masks sprays purchases skyrocketed 817   over the counter drugs cold cough amp flu meds up 198 toilet paper buying up 186 Source Adobe Analytics,Positive,this is what online shopping looks like in a pandemic in feb hand sanitizers gloves masks sprays purchases skyrocketed 817 over the counter drugs cold cough amp flu meds up 198 toilet paper buying up 186 source adobe analytics,39,51
3241,"For More details -  https://t.co/1cz6zgOSw6

#onlineshopping #Shipping #shippingfromindia #coronavirus #internationalshipping https://t.co/ef7zp5hMt5",Neutral,for more details onlineshopping shipping shippingfromindia coronavirus internationalshipping,8,19
3242,SEEKING: Everyone's favorite proactive consumer messaging in response to #Coronavirus/#COVID_19,Extremely Positive,seeking everyones favorite proactive consumer messaging in response to coronaviruscovid19,10,18
3243,"So all you who want to start on line shopping particularly in my age group &gt;60 , if you are not an existing customer @Ocado do not want you . Luckily @Tesco did albeit, 2 week wait for a delivery . @sainsburys website locked me out despite talking to a online help . #coronavirus https://t.co/BVZGkYu9ww",Positive,so all you who want to start on line shopping particularly in my age group gt60 if you are not an existing customer do not want you luckily did albeit 2 week wait for a delivery website locked me out despite talking to a online help coronavirus,47,51
3244,Should U.K. supermarkets consider temporarily employing people who have been temporality laid off from companies like @British_Airways to help prevent an increase in unemployment but also help with the demand of food shopper. #coronavirus #supplyanddemand #COVID19,Extremely Positive,should uk supermarkets consider temporarily employing people who have been temporality laid off from companies like to help prevent an increase in unemployment but also help with the demand of food shopper coronavirus supplyanddemand covid19,35,46
3245,My latest forecast Coronavirus Impact demand to jump dramatically for rural properties near to urban centres as citizens become aware of benefits of not living in densely populated areas where disease can spread more rapidly Food Security family safety isolation,Positive,my latest forecast coronavirus impact demand to jump dramatically for rural properties near to urban centres as citizens become aware of benefits of not living in densely populated areas where disease can spread more rapidly food security family safety isolation,40,43
3246,Why are old people... perusing through a grocery store... with no gloves on? And I look like a character off of Assassin's Creed. Make it make sense. #WeTrynnaSaveYall #COVID2019 https://t.co/b0jvSXF6P4,Positive,why are old people perusing through a grocery store with no gloves on and i look like a character off of assassins creed make it make sense wetrynnasaveyall covid2019,29,40
3247,"#COVID 19 VIRUS. 
Shutting schools as the number of confirmed cases rose to three.
Today is a sad day for Kenyans, specifically for Kenyans who leave on less than 300/= a day. Who can't stay away from work or stock up food.What has the government put in place for these  Kenyans",Negative,covid 19 virus shutting schools as the number of confirmed cases rose to three today is a sad day for kenyans specifically for kenyans who leave on less than 300 a day who cant stay away from work or stock up foodwhat has the government put in place for these kenyans,51,60
3248,"Dont forget that if you cant make it out for a sit down meal, for whatever reason, we do a take away service for you to pick up. ?
If u think eating Chinese food will expose you to the covid-19 virus, pls avoid us at ALL cost, stock up on ?then lock yourselves in. Forever
? https://t.co/0yPKB68ijQ",Negative,dont forget that if you cant make it out for a sit down meal for whatever reason we do a take away service for you to pick up if u think eating chinese food will expose you to the covid19 virus pls avoid us at all cost stock up on then lock yourselves in forever,55,62
3249,"A guy just passed me with 14 cases of beer at the grocery store. Only other thing in his overflowing cart, peanuts... ? #CoronavirusPandemic #priorities #Covid_19 #coronavirus",Neutral,a guy just passed me with 14 cases of beer at the grocery store only other thing in his overflowing cart peanuts coronaviruspandemic priorities covid19 coronavirus,26,37
3250,"I really have had enough of panic buyers!! I was basically told tonight that because I work full time, I have no chance of getting any food!! Are you having a laugh? Ive been considerate enough to buy the essentials only for my family... #StopPanicBuying #coronavirus",Positive,i really have had enough of panic buyers i was basically told tonight that because i work full time i have no chance of getting any food are you having a laugh ive been considerate enough to buy the essentials only for my family stoppanicbuying coronavirus,46,56
3251,"So We went to a grocery store masked and gloves on. People are starting to clear basic items like pasta, Milk etc... It was crowded enough and workers are exposed exposing everything and everyone. @JayInslee #COVID19seattle #COVID2019 #CoronavirusPandemic",Positive,so we went to a grocery store masked and gloves on people are starting to clear basic items like pasta milk etc it was crowded enough and workers are exposed exposing everything and everyone covid19seattle covid2019 coronaviruspandemic,37,50
3252,"Thank your healthcare workers,EMS, firefighters, police, janitors, grocery store staff every chance you can. While you can work from home with your hoards of toilet paper, masks, &amp;Clorox wipes they cannot. Theyre going to be there if/when you need help  #Covid_19 #washyourhands",Extremely Positive,thank your healthcare workersems firefighters police janitors grocery store staff every chance you can while you can work from home with your hoards of toilet paper masks ampclorox wipes they cannot theyre going to be there ifwhen you need help covid19 washyourhands,42,60
3253,"@kslclassifieds please take down ads for hand sanitizer, toilet paper, water, masks, gloves, etc at extravagant prices! People are trying to profit on #COVID2019 panic. Encourage them to donate those items to hospitals or medical centers. I'm flagging the",Extremely Positive,please take down ads for hand sanitizer toilet paper water masks gloves etc at extravagant prices people are trying to profit on covid2019 panic encourage them to donate those items to hospitals or medical centers im flagging the,38,46
3254,"Pro tip: *always* take the receipt from supermarket/restaurant and keep it in back pocket.

I just saved your ass ?

#Covid_19 
#CoronavirusPandemic 
#coronvirus",Negative,pro tip always take the receipt from supermarketrestaurant and keep it in back pocket i just saved your ass covid19 coronaviruspandemic coronvirus,22,35
3255,"Well folks, sellers on Ebay are starting to gouge prices for hand sanitizer. I just snapped these 2 products as examples. Contact Ebay to complain. If it's happening in your state, contact your Attorney General.  #Covid_19 #pricegouging 
#ThursdayThoughts https://t.co/1u0No7rXMl",Positive,well folks sellers on ebay are starting to gouge prices for hand sanitizer i just snapped these 2 products as examples contact ebay to complain if its happening in your state contact your attorney general covid19 pricegouging thursdaythoughts,38,53
3256,This #OilPriceWar + #Covid_19 makes for some kookoobananas gas prices ? https://t.co/At17XZYpNu,Neutral,this oilpricewar covid19 makes for some kookoobananas gas prices,9,20
3257,"got to know that food/paper product companies are(secretly)very happy with covid-19 panic buying,boardrooms trying to hide their smiles.",Positive,got to know that foodpaper product companies aresecretlyvery happy with covid19 panic buyingboardrooms trying to hide their smiles,18,29
3258,Find out how you can protect yourself and loved ones from #coronavirus. ?,Extremely Positive,find out how you can protect yourself and loved ones from coronavirus,12,15
3259,@spaceangel1964 Heading out to a supermarket now as my fridge is almost empty - hoping theres something on the shelves for me ? will get something for the #FoodbankFriday of whatever I can too #Covid_19 ? https://t.co/REDLDqBqel,Positive,heading out to a supermarket now as my fridge is almost empty hoping theres something on the shelves for me will get something for the foodbankfriday of whatever i can too covid19,32,40
3260,"I am happy to report that after all the Coronavirus protocols put in effect yesterday in Utah created a buying frenzy at the grocery store, life sustaining products were still available today. #Covid_19 #Priorities #survival #amwriting https://t.co/qxRTALUUaG",Positive,i am happy to report that after all the coronavirus protocols put in effect yesterday in utah created a buying frenzy at the grocery store life sustaining products were still available today covid19 priorities survival amwriting,36,42
3261,"FP Canada consumer advocate, @KelleyKeehn, discusses how to navigate your personal finances through the coronavirus uncertainty. Via @BNNBloomberg https://t.co/XcpF1OBhWK",Negative,fp canada consumer advocate discusses how to navigate your personal finances through the coronavirus uncertainty via,16,20
3262,They just closed every school in my County until April 13th. Another day passed and I didn't go to the grocery store because I heard all the shelves in the stores were bare.  Over it. #COVID2019 #TompkinsCountyNY,Neutral,they just closed every school in my county until april 13th another day passed and i didnt go to the grocery store because i heard all the shelves in the stores were bare over it covid2019 tompkinscountyny,37,48
3263,"To all my animal lover friends please see you stock up ur #petfood as i just got to know when i was ordering food for my cat, that petfood are also going out of stock due to the on going #COVID2019 issue. Please stock up #food for your furry babies
#RETWEET #animallovers https://t.co/S10q5YYxfv",Extremely Positive,to all my animal lover friends please see you stock up ur petfood as i just got to know when i was ordering food for my cat that petfood are also going out of stock due to the on going covid2019 issue please stock up food for your furry babies retweet animallovers,52,66
3264,Based on the grocery store shelves yesterday Cheez-Its are a folk remedy for COVID-19.,Neutral,based on the grocery store shelves yesterday cheezits are a folk remedy for covid19,14,20
3265,"""COVID Flu"" would still create the necessary sense of urgency, but without the panic-inducing ""virus"" tag.

Food for thought. 

#COVID2019 #CoronavirusOutbreak",Positive,covid flu would still create the necessary sense of urgency but without the panicinducing virus tag food for thought covid2019 coronavirusoutbreak,21,33
3266,"Toilet paper, canned food: What explains coronavirus panic buying 

I still dont get the connection between toilet paper and COVID-19, but as one professor of public health said, Were poor at learning and good at forgetting.
https://t.co/csJZBB27uT",Negative,toilet paper canned food what explains coronavirus panic buying i still dont get the connection between toilet paper and covid19 but as one professor of public health said were poor at learning and good at forgetting,36,42
3267,When you are told to stock up on toilet paper to prepare for the #Covid_19 virus but you forget to stock up on food too https://t.co/Pe4A3zT436,Negative,when you are told to stock up on toilet paper to prepare for the covid19 virus but you forget to stock up on food too,25,29
3268,The pandemic will affect all aspects of the global food systems and reveal their weaknesses writes He makes the case that govts should respond by sequencing their policy responses address supply side shocks first and demand side shocks second,Extremely Negative,the pandemic will affect all aspects of the global food systems and reveal their weaknesses writes he makes the case that govts should respond by sequencing their policy responses address supply side shocks first and demand side shocks second,39,44
3269,Impacts of corona virus according to economist Dr Abid Suleri on Pakistan stock exchange Dollar rate rupee s value petroleum prices,Positive,impacts of corona virus according to economist dr abid suleri on pakistan stock exchange dollar rate rupee s value petroleum prices,21,26
3270,My mom just called and told me to go stock up on some food and medicine essentials because I live in a major city that will likely be hit the hardest by COVID-19. I'm getting a little worried now.,Negative,my mom just called and told me to go stock up on some food and medicine essentials because i live in a major city that will likely be hit the hardest by covid19 im getting a little worried now,39,44
3271,#US consumer prices unexpectedly rose in February but are likely to decline in the months ahead as the #coronavirus outbreak depresses demand for some goods and services. #COVID19 https://t.co/jF4nuMYX16,Extremely Negative,us consumer prices unexpectedly rose in february but are likely to decline in the months ahead as the coronavirus outbreak depresses demand for some goods and services covid19,28,35
3272,"The opening statement of PRRD not to panic isnt enough to pacify the crowd as the announcement means no work, no wage, no food and hunger for common people.  Government also failed to present a holistic approach of the situation since the problem started.
https://t.co/jmblIZDUBx",Extremely Negative,the opening statement of prrd not to panic isnt enough to pacify the crowd as the announcement means no work no wage no food and hunger for common people government also failed to present a holistic approach of the situation since the problem started,44,50
3273,People havent thought through this economic damage thing. Ive been at home 2 hours and already bought a new computer monitor. I think online shopping could do very well out of this ? #Covid_19,Negative,people havent thought through this economic damage thing ive been at home 2 hours and already bought a new computer monitor i think online shopping could do very well out of this covid19,33,39
3274,Everyone bulk buying toilet paper face masks food n other shit making stores go out of stock,Negative,everyone bulk buying toilet paper face masks food n other shit making stores go out of stock,17,19
3275,This Friday the 13th is a nightmare for supermarket employees. People are panic buying a day after Duterte announced an NCR lockdown. Carts are filled w/ all sorts of noodles. I guess these Metro Manila residents will be on pancit canton/bihon diet for a month #Covid_19 https://t.co/33Bw2ZKnds,Negative,this friday the 13th is a nightmare for supermarket employees people are panic buying a day after duterte announced an ncr lockdown carts are filled w all sorts of noodles i guess these metro manila residents will be on pancit cantonbihon diet for a month covid19,46,57
3276,"Don't get caught in quarantine without emergenchy food and supplies. Stock up on these #CoronavirusPandemic essentials:

&gt;&gt; https://t.co/QELo4Ww0AX

#ThursdayMotivation #thursdaymorning #thursdayvibes #coronavirus #COVID19",Positive,dont get caught in quarantine without emergenchy food and supplies stock up on these coronaviruspandemic essentials gtgt thursdaymotivation thursdaymorning thursdayvibes coronavirus covid19,22,45
3277,"based on reports grocery store reports, Im doomed! Wife not dooms day prep-per, usually keeps enough food for next 24hrs ?#Covid_19",Negative,based on reports grocery store reports im doomed wife not dooms day prepper usually keeps enough food for next 24hrs covid19,21,29
3278,"Keeping your pets safe from COVID-19 because they may test weak positive for COVID-19 from a number of things. Wash your hands, Stock up on pet supplies (including at least 2 weeks worth of food), Designate an emergency care giver in the event your unable to.",Extremely Positive,keeping your pets safe from covid19 because they may test weak positive for covid19 from a number of things wash your hands stock up on pet supplies including at least 2 weeks worth of food designate an emergency care giver in the event your unable to,46,53
3279,"Stock make sure to have a few bottles of #Quash 100% natural hand sanitizer spray 4 your desk home purse or travel -flight (spray TV screen, food tray etc.) Lab proven to kill toughest germs viruses Available @nutritionhouse &amp; Health Food stores #Covid_19 #CoronavirusOutbreak https://t.co/vxDEFqsED3",Positive,stock make sure to have a few bottles of quash 100 natural hand sanitizer spray 4 your desk home purse or travel flight spray tv screen food tray etc lab proven to kill toughest germs viruses available amp health food stores covid19 coronavirusoutbreak,43,56
3280,"The Preschool, Primary School, Elementary School, Middle School, and High School are all going to be closed due to COVID-19. Remember to stay safe and stock up on:
Toilet Paper, Hand Soap/Sanitizer, Food, and Masks to prevent COVID-19 from infecting you.",Extremely Positive,the preschool primary school elementary school middle school and high school are all going to be closed due to covid19 remember to stay safe and stock up on toilet paper hand soapsanitizer food and masks to prevent covid19 from infecting you,41,52
3281,"@SkyNews @BorisJohnson If you are at home do online shopping what you need, Ring to Dr where ever you will what. If need any medication order online. If you are wrong with payment ring to government, social protection. #Covid_19",Negative,if you are at home do online shopping what you need ring to dr where ever you will what if need any medication order online if you are wrong with payment ring to government social protection covid19,37,41
3282,"A small rant for the people who have gone and wiped out the shelves at the grocery stores:
You have entirely screwed over the people who dont have the financial means or space to store extra supplies.
Way to go. ??
#coronavirus #COVID19 #COVID?19 #Chillout",Extremely Negative,a small rant for the people who have gone and wiped out the shelves at the grocery stores you have entirely screwed over the people who dont have the financial means or space to store extra supplies way to go coronavirus covid19 covid19 chillout,44,54
3283,Some parents stock up on food... my parents started stocking up on gin #Covid_19 https://t.co/tPmHblcPWn,Neutral,some parents stock up on food my parents started stocking up on gin covid19,14,19
3284,"Which is your favorite Mad Max? The original, the remake, or a grocery store right now

#panicbuying #coronavirus",Positive,which is your favorite mad max the original the remake or a grocery store right now panicbuying coronavirus,18,23
3285,"You know what's super great? 

When you're trying to food prep &amp; stock up on food/household goods BECAUSE YOU HAVE A BABY COMING IN A FEW WEEKS, but everything is sold out (diapers included) due to all the paranoid fearful people out there. 

Nice job, people. #Covid_19",Positive,you know whats super great when youre trying to food prep amp stock up on foodhousehold goods because you have a baby coming in a few weeks but everything is sold out diapers included due to all the paranoid fearful people out there nice job people covid19,47,56
3286,Im gonna apologize to my bank now for all the online shopping Ill be doing once im quarantined ??? #sorrynotsorry #Corona #coronavirus #COVID19 https://t.co/UM0UPy0C7J,Positive,im gonna apologize to my bank now for all the online shopping ill be doing once im quarantined sorrynotsorry corona coronavirus covid19,22,33
3287,When the general public are stocking up on bog roll us dog trainers stock up on the dogs food   19,Neutral,when the general public are stocking up on bog roll us dog trainers stock up on the dogs food 19,20,23
3288,"Worst time to be long on consumer discretionary stocks 
#stonks #Covid_19",Extremely Negative,worst time to be long on consumer discretionary stocks stonks covid19,11,18
3289,"Compliance is a key issue for successfully beating #Covid_19. For example, no one in Italy can be unaware of what's happening. Yet I just heard from a friend, out at a supermarket in Rome - a mother was shopping with her sick child who was coughing and sneezing over everyone.",Negative,compliance is a key issue for successfully beating covid19 for example no one in italy can be unaware of whats happening yet i just heard from a friend out at a supermarket in rome a mother was shopping with her sick child who was coughing and sneezing over everyone,49,56
3290,"Our shelves our bare as we are struggling to meet demand, and with #panickbuying we are finding it difficult to stock up on are main items, these are worrying times for all us but even more so when you are struggling financially.  If you can donate, we would be really grateful. https://t.co/20Av9PPhwQ",Negative,our shelves our bare as we are struggling to meet demand and with panickbuying we are finding it difficult to stock up on are main items these are worrying times for all us but even more so when you are struggling financially if you can donate we would be really grateful,51,56
3291,".@Target taking #coronavirus #COVID19 seriously. Stores are adding hours and staff to clean more rigorously, stopping food samples, bolstering order pick up and drive up, encouraging employees to stay home, adding more stock, and limiting # of items in purchases.

@wsyx6 https://t.co/p1EJDPvnyy",Positive,taking coronavirus covid19 seriously stores are adding hours and staff to clean more rigorously stopping food samples bolstering order pick up and drive up encouraging employees to stay home adding more stock and limiting of items in purchases,38,46
3292,"So were shutting down schools and bars all over the country, which is great and will help stop the spread of #coronavirus but WHAT ABOUT RETAIL STORES?!? We usually have a Sunday church rush at my store and if we stay open through this we will all get sick ?",Negative,so were shutting down schools and bars all over the country which is great and will help stop the spread of coronavirus but what about retail stores we usually have a sunday church rush at my store and if we stay open through this we will all get sick,49,52
3293,"While we all post about being kind to others..

I have seen customer really going at it with staff of #Lidil, #Tesco, #Boots, #sainsburys etc. They are #human and only doing their job, they know as much as you about supplies &amp; food stock.

Dont be a #COVID-19 bully! #coronavirus",Positive,while we all post about being kind to others i have seen customer really going at it with staff of lidil tesco boots sainsburys etc they are human and only doing their job they know as much as you about supplies amp food stock dont be a covid19 bully coronavirus,50,61
3294,"I usually stock up on sanitizer like it's doomsday, but a few weeks ago I decided to be less of a germophobe. Bad timing.Adventures in online shopping - lmk where to find the hidden stash in NYC. @walmart shame on you -I'd rather buy the ""I shit in the woods"" brand #coronavirus https://t.co/MRni8TVBHs",Negative,i usually stock up on sanitizer like its doomsday but a few weeks ago i decided to be less of a germophobe bad timingadventures in online shopping lmk where to find the hidden stash in nyc shame on you id rather buy the i shit in the woods brand coronavirus,50,67
3295,That was grim - seeing empty shelves at grocery store  - we are so spoiled in Canada #Covid_19,Extremely Negative,that was grim seeing empty shelves at grocery store we are so spoiled in canada covid19,16,20
3296,Dang folks! #Toiletpaper does NOT protect you from #Covid_19 #coronavirus. Heres the #ToiletPaperApocalypse isle at our neighborhood grocery store just now! https://t.co/PMh9nopzyQ,Negative,dang folks toiletpaper does not protect you from covid19 coronavirus heres the toiletpaperapocalypse isle at our neighborhood grocery store just now,21,34
3297,"Bless the employees at every store,our medical professionals,Police officers, EMTs,Firemen,Teachers,Retail,Military service members and everybody else out there each day during this chaos working to help others. You are appreciated! #coronavirus",Positive,bless the employees at every storeour medical professionalspolice officers emtsfirementeachersretailmilitary service members and everybody else out there each day during this chaos working to help others you are appreciated coronavirus,30,46
3298,"Nothing like a panic in the supermarket. My lord worlds gone mad #CancelEverything 
#Covid_19 #dunnes https://t.co/Tls7GfBdlM",Negative,nothing like a panic in the supermarket my lord worlds gone mad canceleverything covid19 dunnes,15,23
3299,"It seems so minuscule and trivial right now to be in a grocery store with empty shelves, sold-out essentials, to be buying makeup for my TV job. 

I can't find meat, chicken or toilet paper, but my Revlon Colorstay pressed powder is in full supply.

#coronavirus #coronapocolypse https://t.co/pszT2FwyWL",Negative,it seems so minuscule and trivial right now to be in a grocery store with empty shelves soldout essentials to be buying makeup for my tv job i cant find meat chicken or toilet paper but my revlon colorstay pressed powder is in full supply coronavirus coronapocolypse,47,61
3300,Ppl are waiting in grocery store lines for an hour or longer. ????? Its times like this I wonder why technology like what #Amazon is implementing (no cashiers) isnt the norm by now. ????? #CoronaVirus #iThoughtWeWouldBeLivingLikeTheJetsonsByNow https://t.co/nBxDIf0HjR,Positive,ppl are waiting in grocery store lines for an hour or longer its times like this i wonder why technology like what amazon is implementing no cashiers isnt the norm by now coronavirus ithoughtwewouldbelivinglikethejetsonsbynow,34,53
3301,"@jelani9 Its called the COVID 19: the 19 pounds you lose b/c you didnt stock up, or gain b/c you stocked up on trash food.",Positive,its called the covid 19 the 19 pounds you lose bc you didnt stock up or gain bc you stocked up on trash food,24,28
3302,"Skills that will be in high demand due to #COVID19:
-Call centre/online info clerks
-food delivery drivers
-cleaning staff
-laundry workers
-frontline coordinators
Those losing hours in hospitality/events management should prepare to change/adapt to the new demand. #coronavirus",Negative,skills that will be in high demand due to covid19 call centreonline info clerks food delivery drivers cleaning staff laundry workers frontline coordinators those losing hours in hospitalityevents management should prepare to changeadapt to the new demand coronavirus,38,51
3303,Public panic in a supermarket in Spain in fear of supplies shortage as Covid-19 continues to spread #CoronaOutbreak #Covid_19 #coronavirusEspana  #SpainCoronaVirus  #spain https://t.co/ibJefu02Di,Extremely Negative,public panic in a supermarket in spain in fear of supplies shortage as covid19 continues to spread coronaoutbreak covid19 coronavirusespana spaincoronavirus spain,22,37
3304,"Today I would like to recognize another group of national heros, our supermarket employees.  Thank you for all of your hard work, patience, and understanding. Mind worked through the night to stock shelves and still greeted customers with smiles this morning. #Covid_19 #Heros",Extremely Positive,today i would like to recognize another group of national heros our supermarket employees thank you for all of your hard work patience and understanding mind worked through the night to stock shelves and still greeted customers with smiles this morning covid19 heros,43,49
3305,"@GoldenDiscs I just made my first purchase on your site, it took 2 minutes between choosing CD and check out ! #superb #shopping #ireland #online #Covid_19",Neutral,i just made my first purchase on your site it took 2 minutes between choosing cd and check out superb shopping ireland online covid19,24,28
3306,Or they can give individual citizens a stimulus UBI check amp shut everything down for 2 4wks Including collecting on paymts amp paying employees Stimulus checks can be used for food meds Freeze everything Reopen when COVID 19 is controlled amp the panic hysterics are over with,Extremely Negative,or they can give individual citizens a stimulus ubi check amp shut everything down for 2 4wks including collecting on paymts amp paying employees stimulus checks can be used for food meds freeze everything reopen when covid 19 is controlled amp the panic hysterics are over with,47,60
3307,"@jamusgit Your rizq will reach you, no matter what.

As a practice make dua that it comes to you without you having to run around for it. And when it reaches you that way, ensure you say Alhamdulillah.

Its a simple, peaceful, and amazing cycl",Extremely Positive,your rizq will reach you no matter what as a practice make dua that it comes to you without you having to run around for it and when it reaches you that way ensure you say alhamdulillah its a simple peaceful and amazing cycl,44,54
3308,I also wouldn't delay the #XboxSX from COVID19 because online shopping still exists.,Negative,i also wouldnt delay the xboxsx from covid19 because online shopping still exists,13,20
3309,Egyptian retailers now touting online shopping ? in response to #Coronavirus https://t.co/P3ZfjJJyIL,Negative,egyptian retailers now touting online shopping in response to coronavirus,10,14
3310,"For a nation that coined #keepcalmandcarryon we seriously need to get a grip.Just back from hoilday.Went to buy food for tonight/tomorrow, and apparently the apocalypse has begun, and the #Covid_19 everyone has turned everyone into flapping, panic-buying morons.",Extremely Negative,for a nation that coined keepcalmandcarryon we seriously need to get a gripjust back from hoildaywent to buy food for tonighttomorrow and apparently the apocalypse has begun and the covid19 everyone has turned everyone into flapping panicbuying morons,38,60
3311,Crazy how grocery store workers had no idea they signed up for the draft,Negative,crazy how grocery store workers had no idea they signed up for the draft,14,16
3312,"@Cokroach I noticed this last night in @LuLuHyperKW, Kuwait. Supermarket assigned their cleaning staff to sanitize the shopping trolleys before its taken by the shoppers. #Covid_19",Neutral,i noticed this last night in kuwait supermarket assigned their cleaning staff to sanitize the shopping trolleys before its taken by the shoppers covid19,24,32
3313,"Now I know whos hording all the toilet paper! Its the grandmas! Ive never seen a line like this at the supermarket before, stretched all the way back to the far corner of the store...
#Covid_19 #CoronaOutbreak #panicbuying https://t.co/kTPcYA9vtY",Negative,now i know whos hording all the toilet paper its the grandmas ive never seen a line like this at the supermarket before stretched all the way back to the far corner of the store covid19 coronaoutbreak panicbuying,38,51
3314,"No mention in the #coronavirus #3Monkeys press conference of actions to stop 'panic buying' re-stocking of essentials, and a black-market in things like hand sanitiser and other forms of PPE. No mention of ensuring food and medicines logistics are supported.",Positive,no mention in the coronavirus 3monkeys press conference of actions to stop panic buying restocking of essentials and a blackmarket in things like hand sanitiser and other forms of ppe no mention of ensuring food and medicines logistics are supported,40,53
3315,"This woman helped an elderly couple get food when they were too scared to go into a crowded grocery store during the #coronavirus outbreak  proving that even in dark times, kindness prevails  ??  https://t.co/5lmEzTXhdr https://t.co/BNygBqg5sy",Neutral,this woman helped an elderly couple get food when they were too scared to go into a crowded grocery store during the coronavirus outbreak proving that even in dark times kindness prevails,32,37
3316,The many ppl stocking up on water jugs at the grocery store today got me thinking: do you think youself to be within the top 10% of most intelligent Americans? #Covid_19 #coronapocalypse #CoronaOutbreak #corona #panicbuying,Extremely Positive,the many ppl stocking up on water jugs at the grocery store today got me thinking do you think youself to be within the top 10 of most intelligent americans covid19 coronapocalypse coronaoutbreak corona panicbuying,35,52
3317,When someone walks past you and coughs in a supermarket ? #Covid_19 #laskmun https://t.co/WgIlmrnhvd,Neutral,when someone walks past you and coughs in a supermarket covid19 laskmun,12,19
